,id,Tipo_Muerte,Tipo,Provincia,Canton,Area_Hecho,Lugar,Tipo_Lugar,Fecha_Infraccion,Hora_Infraccion,Arma,Tipo_Arma,Probable_Causa,Edad,Med_Edad,Sexo,Etnia,Estado_Civil,Nacionalidad,Anio_i,Mes_i,Grupo_hora,Edad_R
50,2680,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',35.0,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
51,4869,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',35.0,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
52,4217,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',35.0,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
53,3121,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,4/13/2022,3:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',35.0,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Madrugada,Adulto
54,4049,FEMICIDIO,1,MANABI,QUITO,RURAL,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',35.0,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Maniana,Adulto
55,3467,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,1/2/2022,3:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',25.855824,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,enero,Madrugada,Adulto
56,4116,FEMICIDIO,1,MANABI,QUITO,URBANO,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',28.319995,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
57,2907,FEMICIDIO,1,MANABI,QUITO,RURAL,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',17.151378,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Maniana,Adolescente
58,2131,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',5.943986,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Ninio
59,1765,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',22.500123,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
60,2319,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',30.602325,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
61,1237,ASESINATO,0,GUAYAS,GUAYAQUIL,RURAL,'TERRENO BALDIO',PUBLICO,4/21/2022,17:15,'ARMA CONTUNDENTE',OTRO,'HERIDAS CONTUSAS',30.0,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Tarde,Adulto
62,103,ASESINATO,0,'LOS RIOS','PUEBLO VIEJO',RURAL,'VIA PUBLICA',PUBLICO,1/11/2022,17:20,'ARMA DE FUEGO','REVOLVER            ','HERIDA POR ARMA DE FUEGO',49.0,A,HOMBRE,MESTIZO,CASADO,ECUADOR,2022,enero,Tarde,Adulto
63,2732,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',23.867176,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
64,272,ASESINATO,0,GUAYAS,GUAYAQUIL,URBANO,'TERRENO BALDIO',PUBLICO,1/27/2022,10:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',29.0,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,enero,Maniana,Adulto
65,508,FEMICIDIO,1,MANABI,'24 DE MAYO',RURAL,CASA,PRIVADO,2/20/2022,2:30,'ARMA CONTUNDENTE',OTRO,'HERIDAS CONTUSAS',40.0,A,MUJER,MESTIZO,CASADO,ECUADOR,2022,febrero,Madrugada,Adulto
66,2302,FEMICIDIO,1,MANABI,QUITO,URBANO,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',29.721095,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
67,5012,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',25.092064,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
68,4417,FEMICIDIO,1,MANABI,QUITO,URBANO,CASA,PRIVADO,2/2/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',26.601845,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
69,865,ASESINATO,0,ESMERALDAS,ESMERALDAS,URBANO,'NIGHT CLUBS',PRIVADO,3/24/2022,18:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',29.0,A,HOMBRE,SIN_DATO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
70,2512,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,1/14/2022,0:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',39.807683,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,enero,Madrugada,Adulto
71,908,ASESINATO,0,MANABI,MANTA,URBANO,'VIA PUBLICA',PUBLICO,3/27/2022,18:13,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',27.0,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
72,3810,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',19.078054,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
73,4680,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PRIVADO,4/13/2022,2:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',14.977162,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Madrugada,Adolescente
74,4032,FEMICIDIO,1,GUAYAS,GUAYAQUIL,URBANO,CASA,PRIVADO,2/20/2022,11:00,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',30.998612,A,MUJER,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Maniana,Adulto
75,1627,ASESINATO,0,ESMERALDAS,ESMERALDAS,URBANO,'VIA PUBLICA',PUBLICO,5/24/2022,5:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',40.0,A,HOMBRE,AFRO,SOLTERO,ECUADOR,2022,mayo,Madrugada,Adulto
76,4876,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',20.587914,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
77,1522,ASESINATO,0,CANAR,'LA TRONCAL',RURAL,'VIA PUBLICA',PUBLICO,5/15/2022,0:55,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',35.0,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Madrugada,Adulto
78,835,ASESINATO,0,GUAYAS,GUAYAQUIL,URBANO,'VIA PUBLICA',PUBLICO,3/21/2022,15:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',21.0,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
79,358,ASESINATO,0,AZUAY,'CAMILO PONCE ENRIQUEZ',RURAL,'VIA PUBLICA',PUBLICO,2/5/2022,17:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',21.0,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,febrero,Tarde,Adulto
80,138,HOMICIDIO,2,'SANTO DOMINGO DE LOS TSACHILAS','SANTO DOMINGO',URBANO,'CENTROS DE REHABILITACION SOCIAL',PRIVADO,1/14/2022,14:00,OTROS,NINGUNA,ESTRANGULACION,30.0,A,HOMBRE,AFRO,SOLTERO,ECUADOR,2022,enero,Tarde,Adulto
81,299,ASESINATO,0,GUAYAS,'GNRAL  ANTONIO ELIZALDE',RURAL,BARES,PRIVADO,1/30/2022,4:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',24.0,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,enero,Madrugada,Adulto
82,1556,ASESINATO,0,GUAYAS,BALZAR,URBANO,RESTAURANTE,PRIVADO,5/17/2022,10:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',32.0,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,mayo,Maniana,Adulto
83,1003,HOMICIDIO,2,AZUAY,CUENCA,URBANO,'VIA PUBLICA',PUBLICO,4/3/2022,12:40,'ARMA BLANCA',OTRO,'HERIDA POR ARMA BLANCA',66.0,A,HOMBRE,MESTIZO,CASADO,ECUADOR,2022,abril,Tarde,Adulto Mayor
84,382,ASESINATO,0,'SANTO DOMINGO DE LOS TSACHILAS','SANTO DOMINGO',URBANO,'VIA PUBLICA',PUBLICO,2/7/2022,18:40,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',49.0,A,HOMBRE,AFRO,DIVORCIADO,ECUADOR,2022,febrero,Tarde,Adulto
85,941,ASESINATO,0,CANAR,'LA TRONCAL',RURAL,CASA,PRIVADO,3/29/2022,21:15,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',15.0,A,HOMBRE,'INDIGENA            ',SIN_DATO,ECUADOR,2022,marzo,Noche,Adolescente
86,3128,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,1/2/2022,0:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',26.017281,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Madrugada,Adulto
87,3878,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',28.306035,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
88,761,ASESINATO,0,GUAYAS,GUAYAQUIL,URBANO,'VIA PUBLICA',PUBLICO,3/14/2022,19:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',44.0,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Noche,Adulto
89,2080,SICARIATO,3,'EL ORO','EL GUABO',URBANO,'VIA PUBLICA',PUBLICO,3/15/2022,14:30,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',35.152595,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,marzo,Tarde,Adulto
90,3377,HOMICIDIO,2,PICHINCHA,QUITO,URBANO,'VIA PUBLICA',PUBLICO,4/26/2022,5:00,'ARMA DE FUEGO',OTRO,'HERIDA POR ARMA DE FUEGO',30.365692,A,HOMBRE,MESTIZO,SOLTERO,ECUADOR,2022,abril,Madrugada,Adulto
