texto,clase
"Diez consejos para preparar tu casa de cara a la llegada de tu primer hijo NUESTROS EXPERTOS TE ASESORAN vivienda El momento ha llegado. Sólo quedan unos pocos meses para que nazca vuestro hijo y tenéis que adaptar vuestro hogar ahora que vais a ser uno más. Ofrecemos unos consejos para que vuestro piso sea el sitio idóneo para vosotros y vuestro primogénito. 1. Habitación infantil no regida por patrones patriarcales y sexistas: En lugar de pintarla de azul o rosa, mezcla los dos colores y obtendrás un violeta marronáceo francamente desagradable aunque 100% inclusivo y no discriminador. Con los juguetes puedes probar a poner un Action Man con peluca y bikini haciendo la colada y una Dora La Exploradora sosteniendo una metralleta, así el niño aprenderá a no asociar a un género concreto las labores del hogar o la violencia. 2. Disfraza al niño de lámpara: Ciertos caseros pueden ver en un bebé un foco de problemas con los vecinos: ruidos, malos olores, llantos a altas horas de la noche… Por eso, recomendamos que durante el día sientes al bebé en una mesa y le pongas una pantalla de lámpara sobre la cabeza. Así, ante la visita inesperada del dueño del piso, podrá parecer una parte más del mobiliario doméstico. 3. Inclúyele en el contrato de alquiler: El bebé va a disfrutar de las comodidades de vuestro hogar como cualquier otro inquilino. Por eso, es lógico que contribuya a los gastos derivados de alquiler, luz y agua. Desde luego, mientras sea menor de edad no podrá pagar su parte correspondiente, pero piensa lo bien que os vendrá en un futuro la inyección económica que os proporcionará el pago de la deuda millonaria que vuestro hijo habrá adquirido con vosotros por contrato. 4. Vestid siempre como personajes de fantasía: Ir siempre disfrazados del Pato Donald o Bob Esponja alimentará la imaginación y la creatividad del bebé. Se llevará una gran desilusión cuando descubra que en realidad sólo sois unos funcionarios de Correos a punto de cumplir los 40, pero al menos vivirá feliz sus primeros años creyendo que su familia es especial. 5. Instala en su móvil la app de Idealista: Vivir con tu hijo es una experiencia inigualable, pero seamos sinceros, estabais mucho más tranquilos viviendo solos. Instalad la app de Idealista en el móvil que cuelga encima de su cuna, que el niño se sienta ""invitado"" a buscar cuanto antes su apartamento de soltero. 6. Esconde el porno: Trata de buscarles un sitio seguro a todas esas cintas de porno ruso, las esposas, los electrodos y el resto de juguetes que tu pareja y tú empezasteis a usar para avivar la pasión sexual que había desaparecido entre vosotros. Los niños de hoy en día nacen muy espabilados y, si lo descubriese, podría venderlo todo en el Cash Converters a la primera de cambio. 7. Roba columpios del parque y ponlos en el salón: Es importante que los niños jueguen y se diviertan, pero nada da más pereza que llevarles al parque una fría tarde de febrero. Teniendo los columpios en casa, podréis permitiros no sacar al niño a la calle durante meses. Recomendamos que desatornilléis el columpio y lo subáis a vuestro piso de noche y siempre con el rostro cubierto si no queréis tener que leeros los consejos de nuestro artículo ""Cómo cuidar a tu hijo en Alcalá Meco"". 8. Compra calimocho: Cuando menos te lo esperes, tu hijo habrá crecido e, irremediablemente, querrá hacer botellón con sus amigos. Mejor que sea en casa en lugar de en un callejón de mala muerte y mejor con un buen vino que con un cartón de 60 céntimos. Además, un lingotazo a las botellas de vino puede ayudaros a volver a conciliar el sueño cuando el bebé os despierte a las 4 de la mañana. 9. Fabrícale un pijama con flecos de fregona: Ya que el niño va a pasar horas y horas arrastrándose por el suelo de la casa, al menos que limpie el suelo. 10. Llena su habitación de peluches: Si, servirán para divertir y hacer compañía al niño, pero principalmente debes de usar los peluches para esconder dentro de ellos el dinero que ganaste en el Euromillón sin que lo supiera tu pareja para gastártelo tú.",fake
"Sospecha que su piano fuma a escondidas porque tiene las teclas amarillas LE HA PUESTO PARCHES PERO NO FUNCIONAN Por tabaquismo Gabriel Sanz, pianista aficionado, ha puesto hoy una queja al fabricante Roland asegurando que el instrumento que le vendieron es fumador. ""Ha pasado ya un tiempo y las teclas se le están poniendo amarillas. Además, cuando llego del trabajo la casa huele a tabaco, mi mujer también lo nota"", protesta Sanz. El cliente cree que ese hábito ""no puede ser bueno"" en un piano, pues las cuerdas se resienten y ""toca cada vez más grave"". A Sanz le preocupa además que su esposa, ""que pasa muchas horas en casa con el piano"", se convierta en fumadora pasiva. ""La ropa de ella huele a tabaco porque trabaja justo al lado del instrumento, y con la salud no se juega"", argumenta. Sanz no quiere pasar por el calvario de forzar al piano a dejar de fumar. ""No me apetece empezar a tocar piezas oscuras de Wagner o a repetir nerviosamente los mismos acordes una y otra vez"", confiesa. ""Mi mujer dejó de fumar hace un mes y fue un suplicio, no quiero que el piano me someta a la misma tensión"", añade. Aunque el hombre hace lo posible para no tentar al piano, sospecha que el instrumento usó las ruedas que tiene para salir a fumar a la terraza, pues apareció una colilla en un tiesto. El músico aficionado dice que ha llegado a pegar parches de nicotina al piano pero, si la cosa no mejora, asegura que tendrá que devolverlo ""se pongan como se pongan"" antes de que la cosa vaya a peor. ""No quiero un piano con teclas amarillas al que no se le levanta la cola por culpa de este hábito repugnante"", sentencia. Para desplazarse en patinete habrá que llevar una pelota bajo el brazo y una piruleta en la boca Siguiente artículo Xavi Puig LO ÚLTIMO",fake
"En Sarayunga preocupa el brote de agua, habitantes exigen respuestas a CELEC Según la CELEC, no hay riesgo y cuando termine el monitoreo, el líquido podría servir para riego. Por 28 noviembre, 2018 387 Moradores junto a la captación que tiene un flujo de agua de 3 litros por segundo según la CELEC.",real
"Con la finalidad de cumplir su promesa de ""sacar de la pobreza al 100% de los mexicanos y volverlos millonarios"", el nuevo presidente electo, López Obrador, reveló a los medios que a partir del próximo mes nuestra moneda el peso mexicano, volverá a tener los 3 ceros que en 1993 Carlos Salinas quitó de la denominación para ""disimular"" la devaluación, y tratar de esconder la crisis económica. AMLO menciona que a partir del primero de enero un peso mexicano será conocido como $1,000 pesos, señalando que gracias a esto todos seremos millonarios, aunque sea solo para nombrar las cantidades: ""Ese día que el maldito de Salinas le quitó los 3 ceros al peso para disimular la crisis f ue cuando el país comenzó a irse definitivamente en picada, y así continuo hasta esta semana, que yo ingresé al poder. No se trató de facilitar las compras y hacer más sencillas las cuentas como en su momento el gobierno de 1993 argumento, s ino que fue la prueba definitiva de que estábamos en la miseria por culpa de la mafia del poder. Quiero hacer borrón y cuenta nueva en nuestro país, y es por eso que ahora el peso mexicano se manejará como antes de ese trágico 1993, donde todos éramos ricos porque mil pesos actuales eran conocidos como $1 millón, así que otra vez todos volveremos a ser ricos hermanos porque los 3 ceros del peso regresan"", comentó Andrés Manuel mientras hacia una pausa de 10 minutos para reponerse. AMLO menciona que por supuesto así como la gente ahora ganara en millones, las cosas costarán cientos o miles de millones, ya que en realidad los precios quedarán a la par, solo que nos complicaremos más la vida al hacer las cuentas: ""Por ejemplo, un obrero que gana mil pesos a la semana ahora ganará $1 millón semanal, pero eso no quiere decir que será rico, será millonario que es diferente pero no rico porque una tele que antes costaba $10 mil pesos ahora costará $10 millones. Todo será equivalente, se trata simplemente de algo simbólico pero no por eso menos importante, ya esto nos impulsará a salir adelante, y si Dios quiere, cumplir la promesa de realmente sacar a los mexicanos de la pobreza, eso si no lo prometo, pero haré la lucha"", puntualizó el nuevo Mesías.",fake
"Destacadas Directivos critican posibles trabas de la FEF en elecciones Directivos de los clubes de la LigaPro advierten que la Federación Ecuatoriana de Fútbol (FEF) podría utilizar tácticas de dilación de cara a las próximas elecciones del organismos, previstas para inicios del próximo año. Por 26 noviembre, 2018 132 Fernando Egas, dirigente de Universidad Católica y uno de los posibles candidatos a la presidencia de la FEF, aseguró a Ecuavisa que quizás se equivocaron al hacer el pedido a la FIFA pero que harán uno nuevo en caso de ser necesario. Resaltó la importancia del congreso como organismo rector del fútbol en Ecuador en la previa a las eleeciones. ""La forma más lógica de hacer esto es que un congreso nombre un comité electoral, ponga las reglas. El congreso es la máxima autoridad de la FEF, así que vamos a pujar porque así sea, porque esto sea justo y encarar un proceso eleccionario como debe ser"". Egas advirtió que la Federación plantería la conformación del congreso para, aproximadamente, el 18 de enero. ""Nunca se ha hecho tan tarde"", advirtió Egas. Entretanto Esteban Paz (Liga de Quito), aseguró que era ""una locura"" que tanto Egas como Jaime Estrada pudiesen no presentarse a la elección por haber sido sancionados por la Federación durante la presidencia de Luis Chiriboga. ""La Federación no está por encima de las leyes del país y creo que tenemos todas las acciones y todo el amparo para exigir que tanto Fernando como Jaime puedan presentarse al proceso"", resaltó.",real
"Aunque como vulgarmente se dice en México con el humor que nos caracteriza, todos pensaron que la concursante transexual de España en el Miss Universo, Ángela Ponce, ""terminaría metiéndosela"" a las demás participantes (no en sentido literal sino figurado) ya que todos creyeron que por la viralidad que tuvo a nivel internacional terminaría ganando la corona, cosa que no sucedió ya que ni siquiera llegó a entrar al top 20, aunque si le rindieron un homenaje en el evento para reconocer que fue el primer hombre que se convirtió en mujer y logra participar en el Miss Universo. Y es que paradójicamente una mujer biológica fue la que ""termino metiéndosela"" a Miss España y las otras participantes, se trata de la filipina Catriona Grey, quien desde un inició fue la favorita por los expertos al poseer una exquisita belleza producto de mezcla de varias razas. Aunque todos daban por hecho que Catriona ganaría o por lo menos sería finalista, hubo quienes creyeron que Miss España podría obtener el triunfo por el simple hecho de la polémica que causaría, además de que dejó a todos impactados con su presentación en la preliminar ya que hizo tan buen trabajo que quienes pensaron que pasaría a la final por mero morbo, cambiaron de opinión y realmente creyeron que tenía todo para ser Miss Universo, independientemente de la polémica que la rodeaba. Ponce finalmente no ganó y fue una mujer biológica quien ""se la terminó metiendo"", pero aun así se abre la esperanza para que más concursantes trans participen en el evento, y en un futuro sean finalistas o ganen la corona.",fake
"Luego de que el comediante Isabelo Catafixio, mejor conocido como ""Chabelo"", causara fuerte controversia al portarse grosero y asegurar que en navidad ""comerá tacos de caca"", el presentador decidió romper el silencio y señalar que en ninguna momento quiso faltarle el respeto a nadie, mencionando que efectivamente ingerirá ese asqueroso alimento por una razón: e se es el secreto para seguir conservando su inmortalidad. Chabelo menciona que hace miles de millones de años era el único hombre que habitaba junto con los dinosaurios, sin embargo ocurrió la castastrofe que todos conocemos, que fue que un meteorito impactó con la Tierra destruyendo todo, menos a él: ""Yo en aquel tempo vivía feliz con los dinosaurios hasta que cayó el meteorito. Muchos me preguntan como sobreviví y la razón fue que me metí a una cueva subterránea a darme un baño de lodo, esa protección más la arcilla dura me protegieron del impacto. Recuerdo que me desperté y ya no había absolutamente nada, todo era literalmente una nube de polvo. Desaparecieron los dinosaurios pero también las plantas, los árboles, la vegetación. Tuve que encontrar una forma de comer o me moriría de hambre , y me da asco y pena decirlo, pero tuve que comer mis propias heces de la desesperación"", comentó llorando. Isabelo menciona que estaba resignado a morir, hasta que se percató que simplemente por alguna razón no se iba de la Tierra: ""imaginen cuates, lo digo de forma literal; después del meteorito no había nada más que una nube de polvo y yo habitando el planeta. Quería despedirme de la Tierra pero por alguna razón no moría, hasta que me percaté que la caca me hizo inmortal. Finalmente pasaron siglos y volvieron a crecer los árboles, y cuando regresaron los elotes pude comenzar a hacerme tacos de caquita para que no supiera tan feo, y ahora cada navidad ingiero lo mismo, para seguir conservando mi inmortalidad. Solamente hace mucho un año deje de comer caca, y es por eso que me ven así de arrugado, porque durante milenios me mantuve como niño pero al dejar de comer caca envejecí automáticamente 80 años en 12 meses. Obviamente volví a comer mis tacos de caca y todo volvió a la normalidad, de hecho ya pasaron 300 años desde esa anécdota"", comentó. Isabelo menciona que solo una vez al año ingiere este alimento: ""no se crean, todavía siento asco y repulsión, pero vale la pena para no preocuparme para morir. Aunque suene asqueroso la verdad si lo recomiendo cuates, si le ponen salsa a sus tacos no saben tan feo, la Reina Isabel también los come y mírenla, esta entera como yo , desafortunadamente mi amigo Stan Lee nunca los quiso probar y ya vieron como término"", puntualizó.",fake
"00:00 Puntos. El equipo azul y grana hizo prevalecer su localidad. En un partido sin mayores complicaciones, Deportivo Quito se quedó con los tres puntos por la Copa Ecuador, tras vencer 2-0 ayer a Mineros de Bolívar, en el estadio Atahualpa. De esta manera, el elenco de la Plaza del Teatro irá como favorito al partido de vuelta, para continuar avanzando en el flamante torneo nacional. Ante casi 8.000 espectadores, que pagaron boleto, el conjunto capitalino marcó la diferencia a través de Ronnal Campos (penal) y un autogol de José López, en el primer tiempo y segundo, respectivamente. ",real
"Los migrantes centroamericanos que han llegado a la fronteriza ciudad mexicana de Tijuana enfrentan condiciones cada vez más duras en el albergue provisional dispuesto por las autoridades locales en la unidad deportiva ""Benito Juárez"". En el refugio ya no cabe un alma. Los últimos grupos de migrantes que llegaron a Tijuana duermen en el exterior. Hacinados entre las banquetas, juntos, tratan de darse calor corporal porque el frío cala duro en la madrugada. Daniel, uno de los más de 5.600 migrantes que se encuentran en el albergue, tiene apenas 11 años de edad. Ya recorrió varios miles de kilómetros y estuvo cerca de llegar a los Estados Unidos. ""Dany"", como le llaman, ya se dio por vencido. Huyó de su poblado natal harto de la pobreza extrema. Alguien le contó de la ""caravana migrante"" y se sumó a solas al contingente. El albergue en el centro deportivo fue cercado por fuerzas federales mexicanas luego del enfrentamiento del domingo, cuando cientos de centroamericanos rompieron una barrera policial para tratar de ingresar a Estados Unidos, siendo repelidos con gases lacrimógenos de la policía fronteriza estadounidense. La cantidad de personas aglomeradas, las casas de campaña improvisadas con cobijas y plásticos, las filas para tomar la ración de comida hacen recordar la prisión de La Mesa de Tijuana. En las décadas de 1980 y 1990 la penitenciaria fue conocida como ""El Pueblito"". Allí convivían los reos con sus esposas e hijos. Había tiendas de abarrotes, puestos de comida y el ""panal"", como se conocía una sección donde dormían cientos de internos hacinados. Los inodoros de la unidad deportiva fueron insuficientes desde el primer grupo de migrantes. Ante ello fueron rentados baños móviles de los que se utilizan en eventos deportivos y artísticos. Las filas son largas para usarlos.",real
"Moreno lidera un encuentro inédito con los líderes religiosos del país. Celebrado en el Palacio presidencial de Carondelet, la reunión estuvo encabezado por monseñor Fausto Trávez, arzobispo de Quito y primado de Ecuador. Foto: EFE Quito, EFE El presidente de Ecuador, Lenín Moreno, celebró hoy un encuentro inédito con los líderes de trece confesiones y corrientes religiosas en Quito, con los que dialogó sobre cuestiones educativas y la necesidad de cooperación y unidad. ""Los delegados de las 13 confesiones religiosas oficiales del país dialogaron con el Jefe de Estado sobre formación y educación y expusieron sus inquietudes respecto a educación y formación, en virtud del aporte que en este ámbito brindan las instituciones religiosas, en beneficio de la sociedad"", dice un comunicado oficial. Celebrado en el Palacio presidencial de Carondelet, la reunión estuvo encabezado por monseñor Fausto Trávez, arzobispo Quito y primado de Ecuador, que aseguró que el propósito era transmitir ""lo que nos une"" a las distintas religiones y ""estudiar proyectos conjuntos"". ""Le dijimos al presidente que le apoyamos y que vamos a orar por él"", indicó a Efe el primado al destacar que ""no es necesario ser inteligentes para ver defectos"" y que el diálogo interreligioso tuvo por misión encontrar una ""base común"" por el bien de la sociedad. El arzobispo de la capital ecuatoriana agregó que con el presidente no hablaron ""tanto de religiones, sino de los proyectos que nos unen"", así como de la visión de que todas abogan por un modelo educativo por encima de las ""ideologías"". Además del máximo representante de la Iglesia Católica, mayoritaria en Ecuador, estuvieron los de otras confesiones cristianas, el rabino de la comunidad judía de Ecuador, Nir Koren, y el imán de la comunidad musulmana, Juan Suquillo. Koren explicó a Efe que desde hace unos cinco meses, y tras recibir el impulso del embajador estadounidense en Ecuador, Todd Chapman, los líderes religiosos se vienen reuniendo periódicamente para compartir experiencias y buscar bases de diálogo. Conversaciones que ha dado como fruto ""un proyecto conjunto que no tiene precedente en el país, en el que participamos todas las religiones"". Sobre el encuentro con Moreno, el rabino subrayó que acudieron a Carondelet a ""apoyar al presidente"" y expresarle la perspectiva que el grupo interreligioso considera necesaria para la educación, ""para que la tenga en cuenta"". Según el dirigente espiritual judío le expusieron ""trece puntos que tienen que ver con educación"" para ""darle unas pautas que nos son importantes con vistas a la Ley de Educación"", y entre ellas ""la cuestión de género"". En el encuentro, el rabino regalo a Moreno un candelabro de ocho brazos, utilizado en la fiesta judía de Hanuka (diciembre), que encendieron durante la reunión en señal de que ""un poco de luz disipa mucha oscuridad"". Por su parte, el imán de Quito, Suquillo, destacó que esta iniciativa conjunta responde al principio de diálogo del islam ""venid a un encuentro común"", y su objetivo es ""encontrar lo que nos une"". Para el clérigo musulmán, que encabeza desde hace 24 años la comunidad mahometana en Quito, es fundamental que ""prevalezca la educación de futuras generaciones"", y un encuentro interreligioso de este tipo en condiciones de ""igualdad"", para ayuda a mostrar ""cohesión, fusión"". El debate con el presidente muestra, según él, ""un amalgamiento de fibras y corazones"", y es un ofrecimiento para ""mostrarle la visión de las religiones y darle parámetros, ideas y con las que nosotros como hombres de fe podemos colaborar"". Suquillo dijo que el presidente ""entendió la profundidad del tema propuesto, que es que prevalezcan estos principios para la educación"". Y reveló que Moreno ""se mostró muy abierto. Este es el primer mandatario ecuatoriano en 188 años de República que da un cita a una comisión interreligiosa de este nivel, entonces es un hito histórico del Estado laico en que vivimos"", concluyó.",real
"Un hombre que pasó 17 años en la cárcel y luego fue declarado inocente recibió una indemnización de USD 1,1 millones. Richard Anthony Jones siempre se declaró inocente de los cargos que le imputaban ante la justicia de Estados Unidos, pero pese a ello fue condenado por un delito que, en la actualidad, se supo que no cometió. El Tribunal de Justicia estadounidense ordenó una medida de reparación que consiste en el pago de la indemnización, un certificado de inocencia, eliminar el registro de su arresto y condena, la destrucción de cualquier muestra biológica asociada a su caso, así como asesoramiento y permiso para participar en el programa estatal de beneficios de atención médica para los años 2019 y 2020, según una publicación de la CNN. Hace 17 años, el hombre, originario de Kansas City, en Missouri, fue acusado por robo en 1999. Lo señalaban por un asalto a una mujer en los exteriores de un supermercado, en donde la agredida terminó con las rodillas heridas tras intentar resistirse. Pese a que en el lugar en donde ocurrió el asalto nunca fueron encontradas huellas digitales o rastros de ADN de Jones, él fue condenado por robo agravado debido a los testimonios de las personas presentes en la escena. Durante el juicio, el acusado aseguró que el día del robo se encontraba con su novia y otros miembros de su familia en Kansas City. Fue condenado a 19 años de cárcel y apeló sin éxito la sentencia. Antes de cumplir la totalidad de su condena, pidió a dos organizaciones que trabajan en casos judiciales controvertidos que lo ayuden a probar su inocencia. El caso fue asumido por los abogados del Midewest Innocence Project y del Paul E. Wilson Defender Project de la Universidad de Kansas. Los defensores presentaron el 7 de junio del 2017, en la Corte a otro hombre que era el doble de Jones. La víctima y los testigos se retractaron de la primera identificación, tras conocer el doble de Jones, y el juez ordenó la liberación. La justicia no declaró culpable al otro hombre, pues según explicó el juez, de acuerdo con la nueva evidencia, ningún jurado lo hubiera condenado. Durante la investigación, los defensores de Jones descubrieron, además, que el otro hombre también vivía en Kansas City, cerca del lugar del robo.",real
"Bob Dylan no podrá recoger el Nobel ""porque viene el del gas a revisar la caldera"" ""ESTÁ MÁS SOLICITADO ÉL QUE YO"", ASEGURA EL ARTISTA Premio Nobel de Literatura El cantautor estadounidense Bob Dylan, ganador del Nobel de Literatura de este año, no viajará a Estocolmo a recoger el premio, que se entrega el próximo 10 de diciembre, informó este miércoles la Academia Sueca. El motivo es una cita que ya había acordado el premiado con el técnico del gas, que debe revisar su caldera. ""Los inyectores están sucios y el agua sale templada pero no caliente"", ha argumentado Dylan, añadiendo que ""el reconocimiento público de mi trayectoria es importante pero, cuando tienes que ir a casa del vecino a ducharte, reordenas tus prioridades"". El artista ha explicado a la Academia que el técnico del gas está ""muy solicitado, más que yo con el Nobel"" y ha animado a la organización a perseguir a la compañía del gas para que busque otra fecha. ""Intentadlo si queréis, os pondrán en espera"", asegura. ""No es que me dé pereza ni nada. De hecho, con la caldera jodida estoy seguro de que hace más frío en mi casa que en Estocolmo"", ha insistido el premiado. ""Y recemos todos para que el tío del gas se presente el día que toca, que esa es otra"", ha añadido.",fake
"Hartos de ser constantemente humillados por ser considerados ""los eternos segundones"", integrantes del equipo Cruz Azul decidieron romper el silencio y revelar que tienen las posibilidades, el talento y ganas para ganar, pero no lo hacen ""porque prefieren ser populares en redes sociales"", y convertirse en uno de los máximos referentes de los memes en México. Pedro Caixinha, director técnico del Albiazul, señala que las inmensas burlas y criticas valen la pena ""porque gracias a eso son multimillonarios"", señalando que ello saben muy bien de mercadotécnica y están conscientes ""que actualmente quien no está vigente en las redes sociales simplemente no existe"" , por lo que ser los reyes de internet ene México les genera mucho dinero: ""Es algo que no queriamos revelar pero ya estamos hartos de que nos traten como unos fracasados cuando nuestra estrategia de mercadotecnia nos ha hecho ser uno de los equipos más ricos de México, ¿por qué creen que llegamos a la final y a la mera hora ""casualmente"" perdemos?, ¿creen que es por falta de talento o habilidad?. Los dueños del Cruz Azul tienen una estrategia clara, y esa no es ni ganar una Copa MX ni obtener títulos pichurrientos de campeonatos; la principal finalidad del Cruz Azul es generar dinero, y actualmente que no triunfa en las redes sociales no genera ingresos. Nos podrán llamar segundones, fracasados, mediocres, inservibles, pero nosotros nos secamos las lágrimas con billetes de Benito Juárez, y no de los de $20 pesos si no de los nuevos de $1,000. Nuestra estrategia es generar ingresos como sea, y si nuestro sello es perder para que nos hagan memes y hablen de nosotros en redes nos damos por bien servidos. Porque mientras otros alzan la copa MX que les dejamos ganar deliberadamente, nosotros alzamos pero costales de billetes y de paso unos buenos momazos que hacen nuestros fans y detractores, y solo provocan que nos hagamos más ricos"", comentó Pedro mientras prendía un puro con un billete de $500 pesos. Caixinha señaló que ""no le importa e velar la verdad y decepcionar a los fans"", ya que si los siguen aun y cuando son unos mediocres en la cancha, los seguirán apoyando aún y cuando sepan que pierden de adrede para ser populares en internet, y seguir sacándoles dinero: ""Jajaja, ¿qué si tengo miedo que los fans del Cruz Azul nos den la espalda por revelar que los usamos para ganar dinero?, digo, si en 20 años que hemos perdido los pobres nos siguen apoyando, es obvio que nos seguirán dando su dinero aun y cuando ya revelamos abiertamente que solo los utilizamos para ser populares y volvernos más ricos. Total, a la gente solo le importan los chistes y memes, si alguien nos deja de seguir vendrán 100 a apoyarnos gracias a la simpatía que generamos en internet. Ser los segundones y reyes de los memes es nuestra marca, no la vamos a cambiar y si en un futuro la estrategia de mercadotecnia se modifica y tenemos que ganar la Liga MX lo haremos sin problema, total , tenemos el talento necesario para golear a cualquier quipo y solo perdemos porque así queremos. No nos preocupa eso, ahorita seguiremos perdiendo solo para generar dinero, y por favor, hagan momazos de esta declaraciones que eso ayuda a que nos vean con simpatía en las redes, y eso se traduce a $$$ para nosotros, jijijijji"", puntualizó de forma descarada el director.",fake
"A solo unas semanas de que se estrene la nueva película ""Dumbo"" dirigida por Tim Burton, y que mostrará al elefante creado de forma digital y ya no en caricatura, se anunció que en breve comenzará el rodaje de otro film que contará la misma historia , con la diferencia de que Dumbo será interpretado por un ser humano de carne y hueso para hacerlo más realista. Fue el director Guillermo del Toro quien mencionó que él producirá y dirigirá esta nueva adaptación, a la cual le pondrá su sello personal: ""Durante los últimos años hemos visto que se filman casi al mismo tiempo dos películas que cuentan una misma historia de Disney, lo vimos con Cenicienta donde se estrenaron casi a la par dos films sobre el tema, o con Blancanieves en la que dos directores hicieron la misma historia para mostrar su propia versión. Tim Burton acaba de dirigir Dumbo y sinceramente me dieron ganas de contar mi propia historia, la cual será muy diferente a la de él y a la original de Disne y, comenzando porque en mi película el elefantito no será creado por computadora sino será encarnado por un actor real , eso le dará un plus más interesante a la historia"", relató. Del Toro menciona que será Giovanni Lizárraga, el famoso cadete que le puso la embestidura presidencial a López Obrador en su toma de protesta y que llamó la atención por su galanura, quien interpretará al famoso elefante de orejas gigantes: ""Yo quería filmar Dumbo pero estaba en un limbo creativo, principamente porque no sabía si encontraría al protagonista ideal, sin embargo al ver la toma de protesta de AML O supe inmediatamente que ese joven apuesto de orejas muy generosas era ideal para encarnar al elefante, no solo por el tamaño de sus oídos sino por lo tierno de su rostro, no hay duda que había encontrado a mi protagonista"", relató. El director menciona que efectivamente eligió a Guillermo por sus grandes oídos, señalando que además su reciente popularidad atraerá a la audiencia: ""en mi versión Dumbo vivirá en un circo mexicano, donde por supuesto será tratado de una peor manera que en la cinta de Disney. será una historia más oscura pero sobre todo realista, estoy feliz de haber encontrado a la persona que se adapta a las características del protagonista. Ya me reuní con Lizárraga y firmó el contrato, no es actor pero eso no importa, con una buena dirección hará un trabajo increíble, lo mejor es que no tendremos que gastar en maquillaje ni caracterización en las orejas, p or lo que la historia tendrá ese toque sumamente realista que busco, estoy fascinado"", puntualizó Del Toro.",fake
"Atraído por la investigación pero también por las relaciones de los individuos con la historia, es uno de los pocos cineastas italianos en haber desarrollado una parte de su carrera en el extranjero. En ""El último tango en París"", Marlon Brando, entonces verdadera leyenda viva, interpreta uno de sus últimos grandes papeles. Pero una escena de sodomía considerada atrevida en el momento provocó la prohibición de la película en Italia. Según contó Bertolucci después, la joven actriz Maria Schneider, que entonces tenía 19 años, se había visto profundamente afectada por la escena que simulaba sodomía ya que no había sido plenamente informada antes del rodaje del contenido, sobre todo el famoso momento en que se usa mantequilla. París fue también el escenario de su última película ""Los soñadores"" (2003). Rodó también en China (""El último emperador""), África (""El cielo protector"" o ""Refugio para el amor"") y Bután (""El pequeño Buda""). Nacido el 16 de marzo de 1941 en Parma, en el noreste de Italia, donde tiene lugar su película ""Antes de la revolución"" (1964, premio de la crítica en Cannes) , Bertolucci creció en un entorno rico e intelectual. Empezó a apasionarse por el cine a través de ""La Dolce Vita"" de Federico Fellini. Su padre, poeta, profesor de historia y crítico de cine, le regaló su primera cámara de 16mm a los 15 años. En Roma, donde estudió literatura, conoció a Pier Paolo Pasolini y le ayudó en el rodaje de ""Accattone"". También fue guionista de ""Érase una vez en América"" (""Hasta que llegó su hora"" en España), de Sergio Leone (1968), un arquetipo del ""spaghetti western"". En ""El Conformista"", una película inspirada en una novela de Alberto Moravia, Bertolucci, miembro del partido comunista italiano, arrojó luz sobre las motivaciones de un joven burgués para comprometerse con los fascistas de Mussolini. El éxito de ""El último tango"" le permitió realizar tres años más tarde ""Novecento"", que recorre la historia de la lucha de clases en el rico valle del Pô a través del destino de dos amigos de infancia a principios del siglo XX. La película tiene un prestigioso reparto internacional, con Robert De Niro, Gérard Depardieu, Burt Lancaster y Dominique Sanda, entre otros. La pasión de Bertolucci por el psicoanálisis se manifestó también en ""La luna"", que escenifica las perturbadas relaciones entre un artista lírico y su hijo adolescente. Pero la consagración vino con ""El último emperador"", con la que ganó nueve premios Óscar en 1988, entre ellos el de mejor película, mejor escenario y mejor realizador. Esta película suntuosa sobre la vida del último emperador chino tuvo un éxito sin precedentes en todo el mundo. Después de ""El cielo protector"" (o ""Refugio para el amor"") y ""El pequeño buda"", Bertolucci regresó a Italia para rodar ""Belleza robada"" (1996), la historia de un viaje iniciático a Italia de una joven cuya madre se suicidó. En 2003, Bertolucci regresa a París con ""Los soñadores"", su última película, que retrata las pasiones políticas y la revolución sexual en 1968. En septiembre de 2007 el cineasta, que en los últimos años iba en silla de ruedas, recibió un León de Oro en el Festival de Venecia por el conjunto de su obra. En una entrevista con la AFP en 2013, aseguró que permanecería probablemente en los corazones de los amantes del cine como ""el que descubría actrices jóvenes"", tras haber incluido en sus películas a Dominique Sanda, Maria Schneider, Liv Tyler o Eva Green.",real
